Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00   20000/20000       minMaxRecursive(Board const&, int, int, int, int, int, int, int) [3]
[41]     1.3    0.00    0.00   20000         emptyNeighbour(Board const&, int, int) [41]
                0.00    0.00  147443/1330034     Board::isPosEmpty(int, int) const [21]
-----------------------------------------------
                0.00    0.00 1218888/1218888     Board::swapBits(std::bitset<361ul>&, int, int) [16]
[42]     0.8    0.00    0.00 1218888         std::bitset<361ul>::reference::operator=(bool) [42]
                0.00    0.00 1218888/19937512     std::_Base_bitset<6ul>::_S_maskbit(unsigned long) [20]
-----------------------------------------------
                0.00    0.00   43667/43667       Heuristic::heuristic() [30]
[43]     0.4    0.00    0.00   43667         Heuristic::checkCapture(int, int, int, int, int) [43]
                0.00    0.00   46512/1167213     Board::getPos(int, int) const [27]
                0.00    0.00   46512/945236      std::__shared_ptr<Board, (__gnu_cxx::_Lock_policy)2>::get() const [65]
-----------------------------------------------
                0.00    0.00    2202/2202        minMaxRecursive(Board const&, int, int, int, int, int, int, int) [3]
[44]     0.2    0.00    0.00    2202         checkWin(Board const&, int const&, int const&, int const&) [44]
                0.00    0.00   20602/1167213     Board::getPos(int, int) const [27]
-----------------------------------------------
                0.00    0.00     160/15461       gameChecker(Board&, int const&, int const&, int const&, SDL_Renderer*) [52]
                0.00    0.00   15301/15461       validGame(Board&, int, int, int) [22]
[45]     0.1    0.00    0.00   15461         checkCapture(Board const&, int, int, int, int, int) [45]
                0.00    0.00   15296/1167213     Board::getPos(int, int) const [27]
-----------------------------------------------
                0.00    0.00      20/1957        place_stone(Board&, int&, SDL_Renderer*, int const&, int const&) [51]
                0.00    0.00    1937/1957        minMaxRecursive(Board const&, int, int, int, int, int, int, int) [3]
[46]     0.0    0.00    0.00    1957         Board::setPos(int, int, int) [46]
                0.00    0.00    7828/7828        std::bitset<361ul>::set(unsigned long, bool) [50]
                0.00    0.00    1957/4753760     std::bitset<361ul>::test(unsigned long) const [8]
                0.00    0.00    1957/2477        Board::coordinateToTranspose1D(int, int) const [182]
                0.00    0.00    1957/2477        Board::coordinateToDiag1D(int, int) const [180]
                0.00    0.00    1957/2477        Board::coordinateToAntiDiag1D(int, int) const [181]
-----------------------------------------------
                0.00    0.00    7484/7484        Board::extractPatterns(int, int, int, int) const [48]
[47]     0.0    0.00    0.00    7484         std::bitset<361ul>::operator[](unsigned long) const [47]
                0.00    0.00    7484/4761244     std::bitset<361ul>::_Unchecked_test(unsigned long) const [24]
-----------------------------------------------
                0.00    0.00     520/520         minMaxRecursive(Board const&, int, int, int, int, int, int, int) [3]
[48]     0.0    0.00    0.00     520         Board::extractPatterns(int, int, int, int) const [48]
                0.00    0.00    7484/7484        std::bitset<361ul>::operator[](unsigned long) const [47]
                0.00    0.00    7484/7484        std::bitset<4ul>::operator[](unsigned long) [107]
                0.00    0.00    7484/7484        std::bitset<4ul>::reference::operator=(bool) [106]
                0.00    0.00    7484/7484        std::bitset<4ul>::reference::~reference() [105]
                0.00    0.00    2080/2080        std::bitset<4ul>::bitset() [204]
                0.00    0.00    2080/2080        std::pair<Board::PatternType, std::bitset<4ul> >::pair<Board::PatternType, std::bitset<4ul>&, true>(Board::PatternType&&, std::bitset<4ul>&) [202]
                0.00    0.00    2080/2080        std::enable_if<is_constructible<std::pair<Board::PatternType const, std::bitset<4ul> >, std::pair<Board::PatternType, std::bitset<4ul> > >::value, std::pair<std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, bool> >::type std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::insert<std::pair<Board::PatternType, std::bitset<4ul> > >(std::pair<Board::PatternType, std::bitset<4ul> >&&) [199]
                0.00    0.00     520/520         std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::map() [332]
                0.00    0.00     520/2477        Board::coordinateToTranspose1D(int, int) const [182]
                0.00    0.00     520/2477        Board::coordinateToDiag1D(int, int) const [180]
                0.00    0.00     520/2477        Board::coordinateToAntiDiag1D(int, int) const [181]
-----------------------------------------------
                0.00    0.00    7828/7828        std::bitset<361ul>::set(unsigned long, bool) [50]
[49]     0.0    0.00    0.00    7828         std::bitset<361ul>::_Unchecked_set(unsigned long, int) [49]
                0.00    0.00    7828/19937512     std::_Base_bitset<6ul>::_S_maskbit(unsigned long) [20]
                0.00    0.00    7828/15176268     std::_Base_bitset<6ul>::_M_getword(unsigned long) [28]
-----------------------------------------------
                0.00    0.00    7828/7828        Board::setPos(int, int, int) [46]
[50]     0.0    0.00    0.00    7828         std::bitset<361ul>::set(unsigned long, bool) [50]
                0.00    0.00    7828/7828        std::bitset<361ul>::_Unchecked_set(unsigned long, int) [49]
                0.00    0.00    7828/4761644     std::bitset<361ul>::_M_check(unsigned long, char const*) const [64]
-----------------------------------------------
                0.00    0.00      12/24          minMaxAlgorithm(Board&, int&, SDL_Renderer*) [2]
                0.00    0.00      12/24          handleMouse(Board&, int&, SDL_Renderer*) [53]
[51]     0.0    0.00    0.00      24         place_stone(Board&, int&, SDL_Renderer*, int const&, int const&) [51]
                0.00    0.00      20/20          gameChecker(Board&, int const&, int const&, int const&, SDL_Renderer*) [52]
                0.00    0.00      24/1167213     Board::getPos(int, int) const [27]
                0.00    0.00      20/1957        Board::setPos(int, int, int) [46]
                0.00    0.00      20/20          drawCircle(int, int, SDL_Renderer*) [387]
-----------------------------------------------
                0.00    0.00      20/20          place_stone(Board&, int&, SDL_Renderer*, int const&, int const&) [51]
[52]     0.0    0.00    0.00      20         gameChecker(Board&, int const&, int const&, int const&, SDL_Renderer*) [52]
                0.00    0.00     158/163585      checkDoubleThree(Board&, int, int, int, int, int) [32]
                0.00    0.00     362/1167213     Board::getPos(int, int) const [27]
                0.00    0.00     160/15461       checkCapture(Board const&, int, int, int, int, int) [45]
                0.00    0.00       4/56          Board::removePos(int, int) [54]
                0.00    0.00       4/4           erasePlayer(int const&, int const&, SDL_Renderer*) [417]
-----------------------------------------------
                0.00    0.00      12/12          main [1]
[53]     0.0    0.00    0.00      12         handleMouse(Board&, int&, SDL_Renderer*) [53]
                0.00    0.00      12/24          place_stone(Board&, int&, SDL_Renderer*, int const&, int const&) [51]
-----------------------------------------------
                0.00    0.00       4/56          gameChecker(Board&, int const&, int const&, int const&, SDL_Renderer*) [52]
                0.00    0.00      52/56          validGame(Board&, int, int, int) [22]
[54]     0.0    0.00    0.00      56         Board::removePos(int, int) [54]
                0.00    0.00      80/4753760     std::bitset<361ul>::test(unsigned long) const [8]
                0.00    0.00      56/56          std::bitset<361ul>::reset(unsigned long) [56]
-----------------------------------------------
                0.00    0.00      56/56          std::bitset<361ul>::reset(unsigned long) [56]
[55]     0.0    0.00    0.00      56         std::bitset<361ul>::_Unchecked_reset(unsigned long) [55]
                0.00    0.00      56/19937512     std::_Base_bitset<6ul>::_S_maskbit(unsigned long) [20]
                0.00    0.00      56/15176268     std::_Base_bitset<6ul>::_M_getword(unsigned long) [28]
-----------------------------------------------
                0.00    0.00      56/56          Board::removePos(int, int) [54]
[56]     0.0    0.00    0.00      56         std::bitset<361ul>::reset(unsigned long) [56]
                0.00    0.00      56/56          std::bitset<361ul>::_Unchecked_reset(unsigned long) [55]
                0.00    0.00      56/4761644     std::bitset<361ul>::_M_check(unsigned long, char const*) const [64]
-----------------------------------------------
                0.00    0.00 4875552/15168384     Board::swapBits(std::bitset<361ul>&, int, int) [16]
                0.00    0.00 5146416/15168384     Board::generateDiagBoard() [18]
                0.00    0.00 5146416/15168384     Board::generateAntiDiagBoard() [19]
[63]     0.0    0.00    0.00 15168384         std::bitset<361ul>::reference::~reference() [63]
-----------------------------------------------
                0.00    0.00      56/4761644     std::bitset<361ul>::reset(unsigned long) [56]
                0.00    0.00    7828/4761644     std::bitset<361ul>::set(unsigned long, bool) [50]
                0.00    0.00 4753760/4761644     std::bitset<361ul>::test(unsigned long) const [8]
[64]     0.0    0.00    0.00 4761644         std::bitset<361ul>::_M_check(unsigned long, char const*) const [64]
-----------------------------------------------
                0.00    0.00   46512/945236      Heuristic::checkCapture(int, int, int, int, int) [43]
                0.00    0.00  898724/945236      Heuristic::heuristic() [30]
[65]     0.0    0.00    0.00  945236         std::__shared_ptr<Board, (__gnu_cxx::_Lock_policy)2>::get() const [65]
-----------------------------------------------
                0.00    0.00   69812/69812       Heuristic::heuristic() [30]
[66]     0.0    0.00    0.00   69812         Heuristic::counterAnalysis(int, bool, int, int, int) [66]
-----------------------------------------------
                0.00    0.00   27040/27040       void std::bitset<4ul>::_M_copy_from_ptr<char, std::char_traits<char> >(char const*, unsigned long, unsigned long, unsigned long, char, char) [135]
[67]     0.0    0.00    0.00   27040         std::char_traits<char>::eq(char const&, char const&) [67]
-----------------------------------------------
                0.00    0.00    7484/25368       std::bitset<4ul>::reference::reference(std::bitset<4ul>&, unsigned long) [104]
                0.00    0.00   17884/25368       std::_Base_bitset<1ul>::_S_maskbit(unsigned long) [71]
[68]     0.0    0.00    0.00   25368         std::_Base_bitset<1ul>::_S_whichbit(unsigned long) [68]
-----------------------------------------------
                0.00    0.00      12/18738       minMaxAlgorithm(Board&, int&, SDL_Renderer*) [2]
                0.00    0.00    2528/18738       minMaxRecursive(Board const&, int, int, int, int, int, int, int) [3]
                0.00    0.00   16198/18738       CompareHeuristic::operator()(Heuristic const&, Heuristic const&) const [102]
[69]     0.0    0.00    0.00   18738         Heuristic::getHeuristic() const [69]
-----------------------------------------------
                0.00    0.00    7484/17884       std::bitset<4ul>::reference::reference(std::bitset<4ul>&, unsigned long) [104]
                0.00    0.00   10400/17884       std::bitset<4ul>::_Unchecked_set(unsigned long) [90]
[70]     0.0    0.00    0.00   17884         std::_Base_bitset<1ul>::_M_getword(unsigned long) [70]
-----------------------------------------------
                0.00    0.00    7484/17884       std::bitset<4ul>::reference::operator=(bool) [106]
                0.00    0.00   10400/17884       std::bitset<4ul>::_Unchecked_set(unsigned long) [90]
[71]     0.0    0.00    0.00   17884         std::_Base_bitset<1ul>::_S_maskbit(unsigned long) [71]
                0.00    0.00   17884/25368       std::_Base_bitset<1ul>::_S_whichbit(unsigned long) [68]
-----------------------------------------------
                0.00    0.00    2080/16640       void std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_construct_node<std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::pair<Board::PatternType const, std::bitset<4ul> > const&) [212]
                0.00    0.00    2080/16640       void std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_construct_node<std::pair<Board::PatternType, std::bitset<4ul> > >(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::pair<Board::PatternType, std::bitset<4ul> >&&) [213]
                0.00    0.00    4160/16640       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_get_node() [138]
                0.00    0.00    4160/16640       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_put_node(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*) [139]
                0.00    0.00    4160/16640       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*) [143]
[72]     0.0    0.00    0.00   16640         std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_get_Node_allocator() [72]
-----------------------------------------------
                0.00    0.00    2080/16640       std::enable_if<is_constructible<std::pair<Board::PatternType const, std::bitset<4ul> >, std::pair<Board::PatternType, std::bitset<4ul> > >::value, std::pair<std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, bool> >::type std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::insert<std::pair<Board::PatternType, std::bitset<4ul> > >(std::pair<Board::PatternType, std::bitset<4ul> >&&) [199]
                0.00    0.00    2080/16640       std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > > std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::emplace_hint<std::pair<Board::PatternType, std::bitset<4ul> > >(std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::pair<Board::PatternType, std::bitset<4ul> >&&) [198]
                0.00    0.00    2080/16640       std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > > std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_emplace_hint_unique<std::pair<Board::PatternType, std::bitset<4ul> > >(std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::pair<Board::PatternType, std::bitset<4ul> >&&) [214]
                0.00    0.00    2080/16640       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Auto_node::_Auto_node<std::pair<Board::PatternType, std::bitset<4ul> > >(std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >&, std::pair<Board::PatternType, std::bitset<4ul> >&&) [206]
                0.00    0.00    2080/16640       std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >* std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_create_node<std::pair<Board::PatternType, std::bitset<4ul> > >(std::pair<Board::PatternType, std::bitset<4ul> >&&) [210]
                0.00    0.00    2080/16640       void std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_construct_node<std::pair<Board::PatternType, std::bitset<4ul> > >(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::pair<Board::PatternType, std::bitset<4ul> >&&) [213]
                0.00    0.00    2080/16640       void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > > >::construct<std::pair<Board::PatternType const, std::bitset<4ul> >, std::pair<Board::PatternType, std::bitset<4ul> > >(std::allocator<std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > >&, std::pair<Board::PatternType const, std::bitset<4ul> >*, std::pair<Board::PatternType, std::bitset<4ul> >&&) [196]
                0.00    0.00    2080/16640       void std::__new_allocator<std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > >::construct<std::pair<Board::PatternType const, std::bitset<4ul> >, std::pair<Board::PatternType, std::bitset<4ul> > >(std::pair<Board::PatternType const, std::bitset<4ul> >*, std::pair<Board::PatternType, std::bitset<4ul> >&&) [193]
[73]     0.0    0.00    0.00   16640         std::pair<Board::PatternType, std::bitset<4ul> >&& std::forward<std::pair<Board::PatternType, std::bitset<4ul> > >(std::remove_reference<std::pair<Board::PatternType, std::bitset<4ul> > >::type&) [73]
-----------------------------------------------
                0.00    0.00   15041/15041       std::bitset<4ul>::to_ulong() const [75]
[74]     0.0    0.00    0.00   15041         std::_Base_bitset<1ul>::_M_do_to_ulong() const [74]
-----------------------------------------------
                0.00    0.00   15041/15041       Pattern::compareBoardsWithPattern(std::map<Board::PatternType, std::bitset<4ul>, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >) [301]
[75]     0.0    0.00    0.00   15041         std::bitset<4ul>::to_ulong() const [75]
                0.00    0.00   15041/15041       std::_Base_bitset<1ul>::_M_do_to_ulong() const [74]
-----------------------------------------------
                0.00    0.00   14560/14560       std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_valptr() [78]
[76]     0.0    0.00    0.00   14560         __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_ptr() [76]
                0.00    0.00   14560/14560       __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_addr() [77]
-----------------------------------------------
                0.00    0.00   14560/14560       __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_ptr() [76]
[77]     0.0    0.00    0.00   14560         __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_addr() [77]
-----------------------------------------------
                0.00    0.00    2080/14560       std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >* std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_clone_node<false, std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Alloc_node>(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Alloc_node&) [208]
                0.00    0.00    2080/14560       void std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_construct_node<std::pair<Board::PatternType const, std::bitset<4ul> > const&>(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::pair<Board::PatternType const, std::bitset<4ul> > const&) [212]
                0.00    0.00    2080/14560       void std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_construct_node<std::pair<Board::PatternType, std::bitset<4ul> > >(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::pair<Board::PatternType, std::bitset<4ul> >&&) [213]
                0.00    0.00    4160/14560       std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >::operator*() const [125]
                0.00    0.00    4160/14560       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*) [143]
[78]     0.0    0.00    0.00   14560         std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_valptr() [78]
                0.00    0.00   14560/14560       __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_ptr() [76]
-----------------------------------------------
                0.00    0.00   14040/14040       std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_valptr() const [82]
[79]     0.0    0.00    0.00   14040         __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_ptr() const [79]
                0.00    0.00   14040/14040       __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_addr() const [80]
-----------------------------------------------
                0.00    0.00   14040/14040       __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_ptr() const [79]
[80]     0.0    0.00    0.00   14040         __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_addr() const [80]
-----------------------------------------------
                0.00    0.00   14040/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_S_key(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > const*) [83]
[81]     0.0    0.00    0.00   14040         std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >::operator()(std::pair<Board::PatternType const, std::bitset<4ul> > const&) const [81]
-----------------------------------------------
                0.00    0.00   14040/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_S_key(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > const*) [83]
[82]     0.0    0.00    0.00   14040         std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_valptr() const [82]
                0.00    0.00   14040/14040       __gnu_cxx::__aligned_membuf<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_ptr() const [79]
-----------------------------------------------
                0.00    0.00    1560/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*) [211]
                0.00    0.00    2080/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_Auto_node::_M_key() const [188]
                0.00    0.00    3120/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_S_key(std::_Rb_tree_node_base const*) [174]
                0.00    0.00    7280/14040       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::_Rb_tree_node_base*, Board::PatternType const&) [142]
[83]     0.0    0.00    0.00   14040         std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_S_key(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > > const*) [83]
                0.00    0.00   14040/14040       std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >::operator()(std::pair<Board::PatternType const, std::bitset<4ul> > const&) const [81]
                0.00    0.00   14040/14040       std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_valptr() const [82]
-----------------------------------------------
                0.00    0.00     520/13520       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_get_insert_unique_pos(Board::PatternType const&) [347]
                0.00    0.00     520/13520       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::begin() [348]
                0.00    0.00    2080/13520       std::_Rb_tree_const_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >::_M_const_cast() const [186]
                0.00    0.00    2080/13520       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*) [211]
                0.00    0.00    4160/13520       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<Board::PatternType const, std::bitset<4ul> > >*, std::_Rb_tree_node_base*, Board::PatternType const&) [142]
                0.00    0.00    4160/13520       std::_Rb_tree<Board::PatternType, std::pair<Board::PatternType const, std::bitset<4ul> >, std::_Select1st<std::pair<Board::PatternType const, std::bitset<4ul> > >, std::less<Board::PatternType>, std::allocator<std::pair<Board::PatternType const, std::bitset<4ul> > > >::end() [144]
[84]     0.0    0.00    0.00   13520         std::_Rb_tree_iterator<std::pair<Board::PatternType const, std::bitset<4ul> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [84]
-----------------------------------------------
